psoRatio,margin,problem,run,fitness
0,00,5,0,prob1,1,36,381793
0,00,5,0,prob1,2,37,397908
0,00,5,0,prob2,1,31,421486
0,00,5,0,prob2,2,31,423132
0,00,5,0,prob3,1,29,938289
0,00,5,0,prob3,2,28,315203
0,00,5,0,prob4,1,2576,518807
0,00,5,0,prob4,2,1947,403214
0,10,5,0,prob1,1,36,346537
0,10,5,0,prob1,2,37,387534
0,10,5,0,prob2,1,31,420895
0,10,5,0,prob2,2,31,421298
0,10,5,0,prob3,1,28,526352
0,10,5,0,prob3,2,29,070593
0,10,5,0,prob4,1,3911,029548
0,10,5,0,prob4,2,4143,869835
0,20,5,0,prob1,1,36,358518
0,20,5,0,prob1,2,37,408197
0,20,5,0,prob2,1,31,421362
0,20,5,0,prob2,2,31,422424
0,20,5,0,prob3,1,29,045852
0,20,5,0,prob3,2,28,769990
0,20,5,0,prob4,1,2657,847462
0,20,5,0,prob4,2,1961,869074
0,30,5,0,prob1,1,37,516818
0,30,5,0,prob1,2,36,360389
0,30,5,0,prob2,1,31,421003
0,30,5,0,prob2,2,31,421249
0,30,5,0,prob3,1,28,239367
0,30,5,0,prob3,2,28,458740
0,30,5,0,prob4,1,2876,273122
0,30,5,0,prob4,2,3655,990519
0,40,5,0,prob1,1,37,456678
0,40,5,0,prob1,2,36,402154
0,40,5,0,prob2,1,31,420955
0,40,5,0,prob2,2,31,422120
0,40,5,0,prob3,1,29,466981
0,40,5,0,prob3,2,29,168509
0,40,5,0,prob4,1,2443,441363
0,40,5,0,prob4,2,4086,898051
0,30,0,0,prob1,1,37,400009
0,30,0,0,prob1,2,37,036375
0,30,0,0,prob2,1,31,481008
0,30,0,0,prob2,2,31,481020
0,30,0,0,prob3,1,28,491404
0,30,0,0,prob3,2,29,023262
0,30,0,0,prob4,1,3810,712697
0,30,0,0,prob4,2,2725,177889
0,30,2,0,prob1,1,36,347112
0,30,2,0,prob1,2,36,855909
0,30,2,0,prob2,1,31,421941
0,30,2,0,prob2,2,31,421015
0,30,2,0,prob3,1,29,567805
0,30,2,0,prob3,2,28,451924
0,30,2,0,prob4,1,3695,301380
0,30,2,0,prob4,2,2527,610543
0,30,8,0,prob1,1,36,368549
0,30,8,0,prob1,2,36,339748
0,30,8,0,prob2,1,31,421950
0,30,8,0,prob2,2,31,421864
0,30,8,0,prob3,1,28,347678
0,30,8,0,prob3,2,29,600296
0,30,8,0,prob4,1,2787,109002
0,30,8,0,prob4,2,3038,284015
0,30,12,0,prob1,1,36,411003
0,30,12,0,prob1,2,36,358954
0,30,12,0,prob2,1,31,423689
0,30,12,0,prob2,2,31,421347
0,30,12,0,prob3,1,29,624755
0,30,12,0,prob3,2,29,331130
0,30,12,0,prob4,1,1124,229249
0,30,12,0,prob4,2,1080,793478
0,20,8,0,prob1,1,36,368023
0,20,8,0,prob1,2,37,362169
0,20,8,0,prob2,1,31,421548
0,20,8,0,prob2,2,31,421139
0,20,8,0,prob3,1,28,230460
0,20,8,0,prob3,2,29,045187
0,20,8,0,prob4,1,2807,151160
0,20,8,0,prob4,2,2768,408785
0,10,8,0,prob1,1,36,388738
0,10,8,0,prob1,2,37,702080
0,10,8,0,prob2,1,31,421004
0,10,8,0,prob2,2,31,423858
0,10,8,0,prob3,1,28,743198
0,10,8,0,prob3,2,29,438563
0,10,8,0,prob4,1,2941,562149
0,10,8,0,prob4,2,1533,476741
0,20,12,0,prob1,1,36,359968
0,20,12,0,prob1,2,36,351399
0,20,12,0,prob2,1,31,421018
0,20,12,0,prob2,2,31,421345
0,20,12,0,prob3,1,28,595386
0,20,12,0,prob3,2,28,275176
0,20,12,0,prob4,1,3709,486270
0,20,12,0,prob4,2,1586,934800
