Config,Algorithm,Problem,Run,Score
margin5,RFSurrogate,prob3,1,28.22773442523424
margin5,RFSurrogate,prob3,2,28.391491487174076
margin5,RFSurrogate,prob3,3,29.624547396908945
margin5,RFSurrogate,prob4,1,1972.4567267361344
margin5,RFSurrogate,prob4,2,3998.6229782137357
margin5,RFSurrogate,prob4,3,3847.604482377392
margin5,Islands,prob1,1,36.34865504660642
margin5,Islands,prob1,2,36.46742900849055
margin5,Islands,prob1,3,36.35707129579835
margin5,Islands,prob2,1,31.42092207899792
margin5,Islands,prob2,2,31.420919303260966
margin5,Islands,prob2,3,31.420998301210812
margin5,Islands,prob3,1,28.225016805018257
margin5,Islands,prob3,2,28.22301656370826
margin5,Islands,prob3,3,28.229590683685913
margin5,Islands,prob4,1,1958.2266060406687
margin5,Islands,prob4,2,2119.6336141622387
margin5,Islands,prob4,3,2235.417569049747
margin5,GridBIPOP,prob1,1,37.35613423574769
margin5,GridBIPOP,prob1,2,37.355800325402946
margin5,GridBIPOP,prob1,3,38.38985691680171
margin5,GridBIPOP,prob2,1,31.421009452637065
margin5,GridBIPOP,prob2,2,31.420952578808038
margin5,GridBIPOP,prob2,3,31.420900455795753
margin5,GridBIPOP,prob3,1,29.514484855698253
margin5,GridBIPOP,prob3,2,30.1332596302156
margin5,GridBIPOP,prob3,3,29.445195643403714
margin5,GridBIPOP,prob4,1,4090.5437883420645
margin5,GridBIPOP,prob4,2,4045.4397477421194
margin5,GridBIPOP,prob4,3,4057.860155937107
margin5,StochRank,prob1,1,37.384747947009124
margin5,StochRank,prob1,2,36.362191313174236
margin5,StochRank,prob1,3,36.34246707897878
margin5,StochRank,prob2,1,31.420884394835326
margin5,StochRank,prob2,2,31.420895908095194
margin5,StochRank,prob2,3,31.420896351422474
margin5,StochRank,prob3,1,28.25481965132864
margin5,StochRank,prob3,2,28.30499171799698
margin5,StochRank,prob3,3,28.450511101421633
margin5,StochRank,prob4,1,4076.078336005199
margin5,StochRank,prob4,2,3831.43978156152
margin5,StochRank,prob4,3,3085.7665274908986
margin5,AStarRepair,prob1,1,36.3330067860272
margin5,AStarRepair,prob1,2,36.346389640833245
margin5,AStarRepair,prob1,3,36.33163426422569
margin5,AStarRepair,prob2,1,31.42090541630864
margin5,AStarRepair,prob2,2,31.420884802115413
margin5,AStarRepair,prob2,3,31.420885201933906
margin5,AStarRepair,prob3,1,28.242625553585782
margin5,AStarRepair,prob3,2,28.490295237817147
margin5,AStarRepair,prob3,3,28.22540926940162
margin5,AStarRepair,prob4,1,2153.512886704495
margin5,AStarRepair,prob4,2,1960.067374641725
margin5,AStarRepair,prob4,3,4019.829393624568
margin5,SepWarmup,prob1,1,36.33981603188835
margin5,SepWarmup,prob1,2,36.320040786809656
margin5,SepWarmup,prob1,3,36.338709121107385
margin5,SepWarmup,prob2,1,31.42130884716372
margin5,SepWarmup,prob2,2,31.421126107315438
margin5,SepWarmup,prob2,3,31.421017033577336
margin5,SepWarmup,prob3,1,31.674641594043155
margin5,SepWarmup,prob3,2,28.23183360098718
margin5,SepWarmup,prob3,3,33.50232475331781
margin5,SepWarmup,prob4,1,4071.3770688570503
margin5,SepWarmup,prob4,2,3836.894658734483
margin5,SepWarmup,prob4,3,3864.194196189159
margin5,OptiPathFinal,prob1,1,37.37977806835731
margin5,OptiPathFinal,prob1,2,37.35739765772734
margin5,OptiPathFinal,prob1,3,37.36673384881097
margin5,OptiPathFinal,prob2,1,31.42322446194919
margin5,OptiPathFinal,prob2,2,31.42136128633769
margin5,OptiPathFinal,prob2,3,31.42124115157766
margin5,OptiPathFinal,prob3,1,28.732603021282543
margin5,OptiPathFinal,prob3,2,29.4444177760705
margin5,OptiPathFinal,prob3,3,28.311542066085675
margin5,OptiPathFinal,prob4,1,1951.2933902545985
margin5,OptiPathFinal,prob4,2,4080.5266603221035
margin5,OptiPathFinal,prob4,3,4093.8866451499935
margin8,CMAES,prob1,1,36.34136833510108
margin8,CMAES,prob1,2,37.356180663234305
margin8,CMAES,prob1,3,37.06138978960105
margin8,CMAES,prob2,1,31.420930846647593
margin8,CMAES,prob2,2,31.42089115504123
margin8,CMAES,prob2,3,31.420885401603343
margin8,CMAES,prob3,1,29.572669209310305
margin8,CMAES,prob3,2,28.221265050761584
margin8,CMAES,prob3,3,28.227346881851425
margin8,CMAES,prob4,1,1537.4142245885205
margin8,CMAES,prob4,2,1517.3591045292578
margin8,CMAES,prob4,3,1705.4200077072053
margin8,DE,prob1,1,36.38689667626383
margin8,DE,prob1,2,36.42092587382194
margin8,DE,prob1,3,36.37001442788529
margin8,DE,prob2,1,31.453366127171858
margin8,DE,prob2,2,31.429051714115268
margin8,DE,prob2,3,31.420913259399338
margin8,DE,prob3,1,29.336366082148988
margin8,DE,prob3,2,29.898147616897614
margin8,DE,prob3,3,29.702692198265293
margin8,DE,prob4,1,3247.2749445650866
margin8,DE,prob4,2,1521.5000104671558
margin8,DE,prob4,3,3247.7480103275725
margin8,GA,prob1,1,37.64976189467354
margin8,GA,prob1,2,37.76338036007532
margin8,GA,prob1,3,36.41081020899296
margin8,GA,prob2,1,31.638697150553615
margin8,GA,prob2,2,31.608814530952323
margin8,GA,prob2,3,31.468122610212077
margin8,GA,prob3,1,37.07311781942574
margin8,GA,prob3,2,38.9912692433899
margin8,GA,prob3,3,46.14930444759897
margin8,GA,prob4,1,5995.11473703852
margin8,GA,prob4,2,1519.2328246021937
margin8,GA,prob4,3,5707.290753010199
margin8,MultiSegment,prob1,1,36.35754720794062
margin8,MultiSegment,prob1,2,43.61076001680019
margin8,MultiSegment,prob1,3,36.322494968642154
margin8,MultiSegment,prob2,1,31.42118779645308
margin8,MultiSegment,prob2,2,31.42089913622799
margin8,MultiSegment,prob2,3,31.420995382774453
margin8,MultiSegment,prob3,1,28.223194031984644
margin8,MultiSegment,prob3,2,28.224944949119575
margin8,MultiSegment,prob3,3,29.520018457812714
margin8,MultiSegment,prob4,1,1529.9138801769448
margin8,MultiSegment,prob4,2,3264.543073927744
margin8,MultiSegment,prob4,3,1584.4541215649922
margin8,BIPOP,prob1,1,36.322577436638184
margin8,BIPOP,prob1,2,37.35985210267733
margin8,BIPOP,prob1,3,37.35560343171373
margin8,BIPOP,prob2,1,31.42100130830915
margin8,BIPOP,prob2,2,31.420925002092297
margin8,BIPOP,prob2,3,31.42088585920327
margin8,BIPOP,prob3,1,29.027867729439098
margin8,BIPOP,prob3,2,28.225736970831584
margin8,BIPOP,prob3,3,28.22631798668332
margin8,BIPOP,prob4,1,2232.328726467248
margin8,BIPOP,prob4,2,3192.039648324797
margin8,BIPOP,prob4,3,1537.3241816914124
margin8,SHADE,prob1,1,36.64417438229651
margin8,SHADE,prob1,2,38.38825446439441
margin8,SHADE,prob1,3,36.6077382701
margin8,SHADE,prob2,1,31.4530914982894
margin8,SHADE,prob2,2,31.421279402861543
margin8,SHADE,prob2,3,31.42747315917343
margin8,SHADE,prob3,1,31.50813211352057
margin8,SHADE,prob3,2,29.674375740238613
margin8,SHADE,prob3,3,29.74456411804355
margin8,SHADE,prob4,1,3417.398726327791
margin8,SHADE,prob4,2,1516.9073556353953
margin8,SHADE,prob4,3,3416.43889442896
margin8,BipopAdaptif,prob1,1,36.32437712935866
margin8,BipopAdaptif,prob1,2,36.32904788711249
margin8,BipopAdaptif,prob1,3,36.33406773137304
margin8,BipopAdaptif,prob2,1,31.420884669114347
margin8,BipopAdaptif,prob2,2,31.42088803767661
margin8,BipopAdaptif,prob2,3,31.420981462798004
margin8,BipopAdaptif,prob3,1,28.225784830856306
margin8,BipopAdaptif,prob3,2,28.20764242458298
margin8,BipopAdaptif,prob3,3,28.684328143478485
margin8,BipopAdaptif,prob4,1,3271.001082961095
margin8,BipopAdaptif,prob4,2,1524.4527865086523
margin8,BipopAdaptif,prob4,3,1532.494354632389
margin8,LMCMA,prob1,1,38.62627329530695
margin8,LMCMA,prob1,2,37.735186765902185
margin8,LMCMA,prob1,3,37.553396047219934
margin8,LMCMA,prob2,1,31.68409054421653
margin8,LMCMA,prob2,2,31.553456008232875
margin8,LMCMA,prob2,3,31.57120282187419
margin8,LMCMA,prob3,1,32.240405202000815
margin8,LMCMA,prob3,2,36.68122768724303
margin8,LMCMA,prob3,3,43.72511784121147
margin8,LMCMA,prob4,1,2743.5244990024826
margin8,LMCMA,prob4,2,2110.9778087113937
margin8,LMCMA,prob4,3,1774.8664513173737
margin8,AStarSeeds,prob1,1,36.34774940670612
margin8,AStarSeeds,prob1,2,36.320643796650174
margin8,AStarSeeds,prob1,3,36.32126819986528
margin8,AStarSeeds,prob2,1,31.420901558413963
margin8,AStarSeeds,prob2,2,31.42090948807224
margin8,AStarSeeds,prob2,3,31.420885064306393
margin8,AStarSeeds,prob3,1,28.222691404872815
margin8,AStarSeeds,prob3,2,29.488527888026915
margin8,AStarSeeds,prob3,3,28.22204320945991
margin8,AStarSeeds,prob4,1,1539.7352996443424
margin8,AStarSeeds,prob4,2,1530.646361090035
margin8,AStarSeeds,prob4,3,2094.983507542537
margin8,NBIPOP,prob1,1,36.34692806461975
margin8,NBIPOP,prob1,2,37.36133773943684
margin8,NBIPOP,prob1,3,37.3530676905436
margin8,NBIPOP,prob2,1,31.420909460920566
margin8,NBIPOP,prob2,2,31.420938046277797
margin8,NBIPOP,prob2,3,31.4210387146912
margin8,NBIPOP,prob3,1,28.22842495984924
margin8,NBIPOP,prob3,2,28.23142723103714
margin8,NBIPOP,prob3,3,28.22732956727171
margin8,NBIPOP,prob4,1,1714.0943931706904
margin8,NBIPOP,prob4,2,2051.9745632891136
margin8,NBIPOP,prob4,3,2625.7611013769438
margin8,ALConstraint,prob1,1,36.32405152662203
margin8,ALConstraint,prob1,2,36.33827870326669
margin8,ALConstraint,prob1,3,36.325306967438024
margin8,ALConstraint,prob2,1,31.420959518995634
margin8,ALConstraint,prob2,2,31.42088426522443
margin8,ALConstraint,prob2,3,31.420906177384246
margin8,ALConstraint,prob3,1,29.18516589722643
margin8,ALConstraint,prob3,2,29.044096368642652
margin8,ALConstraint,prob3,3,29.01709500885235
margin8,ALConstraint,prob4,1,1536.2496363229873
margin8,ALConstraint,prob4,2,2379.0128396950463
margin8,ALConstraint,prob4,3,3266.739655267125
margin8,RFSurrogate,prob1,1,36.32375054688528
margin8,RFSurrogate,prob1,2,36.32875483475883
margin8,RFSurrogate,prob1,3,37.36671012628911
margin8,RFSurrogate,prob2,1,31.42091270266267
margin8,RFSurrogate,prob2,2,31.420955457903172
margin8,RFSurrogate,prob2,3,31.42088542446502
margin8,RFSurrogate,prob3,1,28.241998795644154
margin8,RFSurrogate,prob3,2,28.22954152116638
margin8,RFSurrogate,prob3,3,28.234542383606666
margin8,RFSurrogate,prob4,1,2177.7218004638203
margin8,RFSurrogate,prob4,2,1538.1684609696554
margin8,RFSurrogate,prob4,3,1525.8705578027707
margin8,Islands,prob1,1,36.39226861102233
margin8,Islands,prob1,2,36.3225655760237
margin8,Islands,prob1,3,36.324943012551515
margin8,Islands,prob2,1,31.42095933464286
margin8,Islands,prob2,2,31.420884500344503
margin8,Islands,prob2,3,31.42094099554118
margin8,Islands,prob3,1,28.228163494469793
margin8,Islands,prob3,2,28.285241618973288
margin8,Islands,prob3,3,28.233726351244997
margin8,Islands,prob4,1,3186.6810631809803
margin8,Islands,prob4,2,3272.3519560916375
margin8,Islands,prob4,3,2060.2803458761327
margin8,GridBIPOP,prob1,1,37.35422235014657
margin8,GridBIPOP,prob1,2,37.35560364192017
margin8,GridBIPOP,prob1,3,37.363144872785334
margin8,GridBIPOP,prob2,1,31.42096223856368
margin8,GridBIPOP,prob2,2,31.420983492984135
margin8,GridBIPOP,prob2,3,31.42091880487441
margin8,GridBIPOP,prob3,1,29.62726142724363
margin8,GridBIPOP,prob3,2,28.433042422212296
margin8,GridBIPOP,prob3,3,28.72135813103407
margin8,GridBIPOP,prob4,1,3128.2707302642575
margin8,GridBIPOP,prob4,2,1530.6700700902434
margin8,GridBIPOP,prob4,3,2488.9166242354922
margin8,StochRank,prob1,1,37.370892064140506
margin8,StochRank,prob1,2,37.356188955668266
margin8,StochRank,prob1,3,36.33469111114208
margin8,StochRank,prob2,1,31.420930249317344
margin8,StochRank,prob2,2,31.42093194885589
margin8,StochRank,prob2,3,31.42090989696717
margin8,StochRank,prob3,1,28.23107760728715
margin8,StochRank,prob3,2,28.280081835148394
margin8,StochRank,prob3,3,28.55314516468121
margin8,StochRank,prob4,1,1533.3598024550838
margin8,StochRank,prob4,2,3261.281155761899
margin8,StochRank,prob4,3,3268.716521370672
margin8,AStarRepair,prob1,1,36.36537691380706
margin8,AStarRepair,prob1,2,36.345050766753886
margin8,AStarRepair,prob1,3,37.360541971105526
margin8,AStarRepair,prob2,1,31.420889138742762
margin8,AStarRepair,prob2,2,31.420957012569165
margin8,AStarRepair,prob2,3,31.420885745596244
margin8,AStarRepair,prob3,1,28.26070562996355
margin8,AStarRepair,prob3,2,28.289722820321536
margin8,AStarRepair,prob3,3,28.227947580124653
margin8,AStarRepair,prob4,1,1524.6659478659785
margin8,AStarRepair,prob4,2,3266.790037487433
margin8,AStarRepair,prob4,3,3268.595649435083
margin8,SepWarmup,prob1,1,36.33766074612949
margin8,SepWarmup,prob1,2,38.390159963282706
margin8,SepWarmup,prob1,3,36.339154820602666
margin8,SepWarmup,prob2,1,31.420982870217426
margin8,SepWarmup,prob2,2,31.42133938304164
margin8,SepWarmup,prob2,3,31.421210408910266
margin8,SepWarmup,prob3,1,34.07230231843311
margin8,SepWarmup,prob3,2,28.39131895970582
margin8,SepWarmup,prob3,3,30.345974961243467
margin8,SepWarmup,prob4,1,2737.6309226142444
margin8,SepWarmup,prob4,2,2837.421288866182
margin8,SepWarmup,prob4,3,3674.0119787987096
margin8,OptiPathFinal,prob1,1,37.36596953846322
margin8,OptiPathFinal,prob1,2,37.492386477353215
margin8,OptiPathFinal,prob1,3,37.53244284140451
margin8,OptiPathFinal,prob2,1,31.421803191708367
margin8,OptiPathFinal,prob2,2,31.421420363214416
margin8,OptiPathFinal,prob2,3,31.4213499378934
margin8,OptiPathFinal,prob3,1,28.292765280342433
margin8,OptiPathFinal,prob3,2,28.239496987309202
margin8,OptiPathFinal,prob3,3,28.654689916366376
margin8,OptiPathFinal,prob4,1,4326.7495381641675
margin8,OptiPathFinal,prob4,2,3598.6390228033406
margin8,OptiPathFinal,prob4,3,3507.374951937544
baseline,L-SHADE,prob1,1,36.32418046137037
baseline,L-SHADE,prob1,2,36.32149400394095
baseline,L-SHADE,prob1,3,36.331137803079116
baseline,L-SHADE,prob2,1,31.480946144744074
baseline,L-SHADE,prob2,2,31.48094614474406
baseline,L-SHADE,prob2,3,31.480946144744085
baseline,L-SHADE,prob3,1,28.59493893072528
baseline,L-SHADE,prob3,2,31.93691653708403
baseline,L-SHADE,prob3,3,28.466001094982673
baseline,L-SHADE,prob4,1,5418.860147207213
baseline,L-SHADE,prob4,2,5418.860147207212
baseline,L-SHADE,prob4,3,5418.860147207213
margin3,L-SHADE,prob1,1,36.40970019512714
margin3,L-SHADE,prob1,2,36.3210111893762
margin3,L-SHADE,prob1,3,36.319978701082974
margin3,L-SHADE,prob2,1,31.420886770456057
margin3,L-SHADE,prob2,2,31.42099891595432
margin3,L-SHADE,prob2,3,31.42110486310853
margin3,L-SHADE,prob3,1,31.614292668839852
margin3,L-SHADE,prob3,2,29.59640862455496
margin3,L-SHADE,prob3,3,28.437245319591845
margin3,L-SHADE,prob4,1,2278.2005517062216
margin3,L-SHADE,prob4,2,4511.274576541057
margin3,L-SHADE,prob4,3,2278.200536170245
margin5,L-SHADE,prob1,1,36.446542863339005
margin5,L-SHADE,prob1,2,36.324100971205254
margin5,L-SHADE,prob1,3,36.427978939854086
margin5,L-SHADE,prob2,1,31.42088422938432
margin5,L-SHADE,prob2,2,31.420896460532774
margin5,L-SHADE,prob2,3,31.42130510459365
margin5,L-SHADE,prob3,1,31.85937489963419
margin5,L-SHADE,prob3,2,29.602948563908868
margin5,L-SHADE,prob3,3,29.621163357874657
margin5,L-SHADE,prob4,1,3831.2830926834413
margin5,L-SHADE,prob4,2,3831.2830926834413
margin5,L-SHADE,prob4,3,3831.2830926834413
margin8,L-SHADE,prob1,1,36.432780898331295
margin8,L-SHADE,prob1,2,36.41653823485293
margin8,L-SHADE,prob1,3,36.46387560267369
margin8,L-SHADE,prob2,1,31.542114357919406
margin8,L-SHADE,prob2,2,31.421311866259742
margin8,L-SHADE,prob2,3,31.52494127880751
margin8,L-SHADE,prob3,1,33.566699914052606
margin8,L-SHADE,prob3,2,32.870469336283215
margin8,L-SHADE,prob3,3,29.618104207558435
margin8,L-SHADE,prob4,1,1516.907325949629
margin8,L-SHADE,prob4,2,1518.1168600462802
margin8,L-SHADE,prob4,3,1516.9210870904528
baseline,CLPSO,prob1,1,38.38937689467811
baseline,CLPSO,prob2,1,31.481155824257616
baseline,CLPSO,prob3,1,30.324014896500913
baseline,CLPSO,prob4,1,5642.0712446843345
baseline,CLPSO,prob1,2,36.42842812306466
baseline,CLPSO,prob1,3,37.35426899567055
baseline,CLPSO,prob2,2,31.480946144744813
baseline,CLPSO,prob2,3,31.481089434998395
baseline,CLPSO,prob3,2,29.45644117737302
baseline,CLPSO,prob3,3,29.563948226736436
baseline,CLPSO,prob4,2,5148.2685191362325
baseline,CLPSO,prob4,3,5148.265702372742
baseline,PSO,prob1,1,36.34697036131623
baseline,PSO,prob1,2,37.20727330900606
baseline,PSO,prob1,3,37.362800272761
baseline,PSO,prob2,1,31.48094614474453
baseline,PSO,prob2,2,31.48094645766378
baseline,PSO,prob2,3,31.480946144744575
baseline,PSO,prob3,1,29.217071259103317
baseline,PSO,prob3,2,30.786858952635068
baseline,PSO,prob3,3,29.68364543691537
baseline,PSO,prob4,1,2907.221460923959
baseline,PSO,prob4,2,3008.543285124914
baseline,PSO,prob4,3,5440.967255365869
margin3,CLPSO,prob1,1,37.35570544340788
margin3,CLPSO,prob1,2,36.319587373555336
margin3,CLPSO,prob1,3,36.40064885442647
margin3,CLPSO,prob2,1,31.420901940720007
margin3,CLPSO,prob2,2,31.420894227403
margin3,CLPSO,prob2,3,31.420922047737662
margin3,CLPSO,prob3,1,29.5416968515468
margin3,CLPSO,prob3,2,28.850835883670843
margin3,CLPSO,prob3,3,28.22298657479178
margin3,CLPSO,prob4,1,2301.544013137848
margin3,CLPSO,prob4,2,2291.6792227893457
margin3,CLPSO,prob4,3,2302.7467190313246
margin3,PSO,prob1,1,37.37902912744262
margin3,PSO,prob1,2,37.35820794007951
margin3,PSO,prob1,3,37.3566615998058
margin3,PSO,prob2,1,31.420895413125464
margin3,PSO,prob2,2,31.420930849266483
margin3,PSO,prob2,3,31.42109048577442
margin3,PSO,prob3,1,29.630561479694
margin3,PSO,prob3,2,30.227782574871856
margin3,PSO,prob3,3,28.223351770046676
margin3,PSO,prob3,3,28.699860570860828
margin3,PSO,prob4,1,2305.633724837312
margin3,PSO,prob4,1,4583.772321535915
margin3,PSO,prob4,2,4621.673760907974
margin3,PSO,prob4,2,2298.2253584862838
margin3,PSO,prob4,3,2299.925359863189
margin3,PSO,prob4,3,4620.501686686603
margin5,CLPSO,prob1,1,37.38363166691952
margin5,CLPSO,prob1,1,36.34041945124893
margin5,CLPSO,prob1,2,37.38738978552038
margin5,CLPSO,prob1,2,37.355508231415634
margin5,CLPSO,prob1,3,36.33514197055444
margin5,CLPSO,prob1,3,36.32950761624115
margin5,CLPSO,prob2,1,31.42089617984509
margin5,CLPSO,prob2,1,31.420884243257092
margin5,CLPSO,prob2,2,31.42089538215673
margin5,CLPSO,prob2,2,31.421047809513478
margin5,CLPSO,prob2,3,31.421059824649273
margin5,CLPSO,prob2,3,31.420943080858294
margin5,CLPSO,prob3,1,28.47057977892105
margin5,CLPSO,prob3,1,28.221692791749845
margin5,CLPSO,prob3,2,28.22110982508198
margin5,CLPSO,prob3,2,28.329902690628515
margin5,CLPSO,prob3,3,28.224715713201288
margin5,CLPSO,prob3,3,28.223452873440014
margin5,CLPSO,prob4,1,4079.8853734896275
margin5,CLPSO,prob4,1,1959.263969496063
margin5,CLPSO,prob4,2,4108.551333507084
margin5,CLPSO,prob4,2,4099.637295659168
margin5,CLPSO,prob4,3,4115.991757239507
margin5,CLPSO,prob4,3,2663.874606910468
margin5,PSO,prob1,1,36.34522213672136
margin5,PSO,prob1,1,37.377561529614916
margin5,PSO,prob1,2,37.35569227840557
margin5,PSO,prob1,2,37.3549925210215
margin5,PSO,prob1,3,37.382399436444615
margin5,PSO,prob1,3,36.32488197614232
margin5,PSO,prob2,1,31.42092545952368
margin5,PSO,prob2,1,31.420930148281524
margin5,PSO,prob2,2,31.420894238312595
margin5,PSO,prob2,2,31.420884400304494
margin5,PSO,prob2,3,31.4209020280501
margin5,PSO,prob2,3,31.420933942051903
margin5,PSO,prob3,1,28.384506135491122
margin5,PSO,prob3,1,29.588225062835335
margin5,PSO,prob3,2,28.26780179738948
margin5,PSO,prob3,2,29.488230971372246
margin5,PSO,prob3,3,28.222520766535418
margin5,PSO,prob3,3,28.2205122612706
margin5,PSO,prob4,1,2337.5429350064724
margin5,PSO,prob4,1,2250.664332534907
margin5,PSO,prob4,2,4110.766442455319
margin5,PSO,prob4,2,3850.8409809319833
margin5,PSO,prob4,3,4055.9600075337416
margin5,PSO,prob4,3,3869.675957881142
margin8,CLPSO,prob1,1,36.32487440795805
margin8,CLPSO,prob1,1,36.34809285297214
margin8,CLPSO,prob1,2,36.32174632240558
margin8,CLPSO,prob1,2,36.32039203470257
margin8,CLPSO,prob1,3,36.33497356604682
margin8,CLPSO,prob1,3,36.321641886949955
margin8,CLPSO,prob2,1,31.420926216508708
margin8,CLPSO,prob2,1,31.420997597492384
margin8,CLPSO,prob2,2,31.420904893639115
margin8,CLPSO,prob2,2,31.420944016422446
margin8,CLPSO,prob2,3,31.42116162563986
margin8,CLPSO,prob2,3,31.42088442216552
margin8,CLPSO,prob3,1,29.62323306467575
margin8,CLPSO,prob3,1,28.6056959289497
margin8,CLPSO,prob3,2,28.231234739341446
margin8,CLPSO,prob3,2,28.258940984618672
margin8,CLPSO,prob3,3,28.21356644558121
margin8,CLPSO,prob3,3,28.220084441428906
margin8,CLPSO,prob4,1,3462.344165504046
margin8,CLPSO,prob4,1,1537.4460544580506
margin8,CLPSO,prob4,2,1531.1026755772605
margin8,CLPSO,prob4,2,3266.3883318028
margin8,CLPSO,prob4,3,1528.9514315681927
margin8,CLPSO,prob4,3,3439.281666732963
margin8,PSO,prob1,1,37.354839219769836
margin8,PSO,prob1,1,36.32046852321896
margin8,PSO,prob1,2,36.54309026045128
margin8,PSO,prob1,2,37.37348917650008
margin8,PSO,prob1,3,36.32331351993831
margin8,PSO,prob1,3,36.31937110883649
margin8,PSO,prob2,1,31.42094352122866
margin8,PSO,prob2,1,31.42090029744514
margin8,PSO,prob2,2,31.420904486270338
margin8,PSO,prob2,2,31.420946980874703
margin8,PSO,prob2,3,31.421285491588055
margin8,PSO,prob2,3,31.421094087949946
margin8,PSO,prob3,1,28.22711635603571
margin8,PSO,prob3,1,28.22289791925784
margin8,PSO,prob3,2,28.215698526096094
margin8,PSO,prob3,2,28.251776138961507
margin8,PSO,prob3,3,28.2257620178245
margin8,PSO,prob3,3,28.225986001412846
margin8,PSO,prob4,1,3259.8354151763065
margin8,PSO,prob4,1,1686.4746717043433
margin8,PSO,prob4,2,3072.361513323153
margin8,PSO,prob4,2,1537.546716275221
margin8,PSO,prob4,3,3267.8837977558474
margin8,PSO,prob4,3,1545.9427558022035
baseline,FPSO,prob1,1,36.82888821431051
baseline,FPSO,prob1,1,36.835058613816635
baseline,FPSO,prob1,2,36.874921637512
baseline,FPSO,prob1,3,37.065819012992336
baseline,FPSO,prob2,1,31.65574654253407
baseline,FPSO,prob2,2,31.785703420729593
baseline,FPSO,prob2,3,31.658349210914558
baseline,FPSO,prob3,1,51.48775414807365
baseline,FPSO,prob3,2,47.16168529385603
baseline,FPSO,prob3,3,45.46996121170301
baseline,FPSO,prob4,1,2792.061697837224
baseline,FPSO,prob4,2,3523.1863962713714
baseline,FPSO,prob4,3,2609.8819017620044
margin3,FPSO,prob1,1,36.928665854771445
margin3,FPSO,prob1,2,36.94125272222287
margin3,FPSO,prob1,3,38.36893600041791
margin3,FPSO,prob2,1,31.670628718780925
margin3,FPSO,prob2,2,31.694113655530042
margin3,FPSO,prob2,3,31.698476651988805
margin3,FPSO,prob3,1,55.29930203529402
margin3,FPSO,prob3,2,61.72495460079356
margin3,FPSO,prob3,3,55.088086775689725
margin3,FPSO,prob4,1,2676.298182500492
margin3,FPSO,prob4,2,3715.1031922235425
margin3,FPSO,prob4,3,2826.3767848191974
margin5,FPSO,prob1,1,37.622078360429946
margin5,FPSO,prob1,2,39.04086664245773
margin5,FPSO,prob1,3,37.156581528374474
margin5,FPSO,prob2,1,31.926367363518615
margin5,FPSO,prob2,2,31.815426989701624
margin5,FPSO,prob2,3,31.759687002952266
margin5,FPSO,prob3,1,50.85937514185928
margin5,FPSO,prob3,2,47.617489610827086
margin5,FPSO,prob3,3,56.90587472024069
margin5,FPSO,prob4,1,2704.8980885823207
margin5,FPSO,prob4,2,3619.6157371653057
margin5,FPSO,prob4,3,3450.506476328382
margin8,FPSO,prob1,1,37.40456482447362
margin8,FPSO,prob1,2,38.4844005877954
margin8,FPSO,prob1,3,37.67122336864626
margin8,FPSO,prob2,1,31.620667871372284
margin8,FPSO,prob2,2,31.65296047151644
margin8,FPSO,prob2,3,31.882861246423143
margin8,FPSO,prob3,1,50.278253097216115
margin8,FPSO,prob3,2,54.00311026972706
margin8,FPSO,prob3,3,52.356869127125556
margin8,FPSO,prob4,1,2470.699817989166
margin8,FPSO,prob4,2,2640.4496215462827
margin8,FPSO,prob4,3,2676.4690959597774
