Strategy,Algorithm,Problem,Run,Score
CENTER_LINE,StochRank,prob3,3,30.20676283184445
CENTER_LINE,StochRank,prob4,1,3113.4659567242293
CENTER_LINE,StochRank,prob4,2,2941.26790801268
CENTER_LINE,StochRank,prob4,3,5459.586168151316
CENTER_LINE,AStarRepair,prob1,1,38.390441845035134
CENTER_LINE,AStarRepair,prob1,2,37.356934608707185
CENTER_LINE,AStarRepair,prob1,3,38.388934482617714
CENTER_LINE,AStarRepair,prob2,1,31.480946144744827
CENTER_LINE,AStarRepair,prob2,2,31.480947043345413
CENTER_LINE,AStarRepair,prob2,3,31.480946164846745
CENTER_LINE,AStarRepair,prob3,1,29.381316113480835
CENTER_LINE,AStarRepair,prob3,2,29.223336787063992
CENTER_LINE,AStarRepair,prob3,3,28.896701200899166
CENTER_LINE,AStarRepair,prob4,1,5634.95484065594
CENTER_LINE,AStarRepair,prob4,2,3023.0080489198403
CENTER_LINE,AStarRepair,prob4,3,5831.148470895307
CENTER_LINE,SepWarmup,prob1,1,37.356708694735076
CENTER_LINE,SepWarmup,prob1,2,38.39011247850343
CENTER_LINE,SepWarmup,prob1,3,37.44046638084401
CENTER_LINE,SepWarmup,prob2,1,31.480956228593623
CENTER_LINE,SepWarmup,prob2,2,31.48147241837731
CENTER_LINE,SepWarmup,prob2,3,31.48628060186845
CENTER_LINE,SepWarmup,prob3,1,32.615557373761305
CENTER_LINE,SepWarmup,prob3,2,32.03529787257186
CENTER_LINE,SepWarmup,prob3,3,32.395695627866495
CENTER_LINE,SepWarmup,prob4,1,5441.645411359951
CENTER_LINE,SepWarmup,prob4,2,5425.11008601672
CENTER_LINE,SepWarmup,prob4,3,5768.783843558175
CENTER_LINE,OptiPathFinal,prob1,1,36.345066380901535
CENTER_LINE,OptiPathFinal,prob1,2,38.42261062227869
CENTER_LINE,OptiPathFinal,prob1,3,38.39077669533018
CENTER_LINE,OptiPathFinal,prob2,1,31.48114405971085
CENTER_LINE,OptiPathFinal,prob2,2,31.480952409432856
CENTER_LINE,OptiPathFinal,prob2,3,31.481177267622407
CENTER_LINE,OptiPathFinal,prob3,1,28.598391995257703
CENTER_LINE,OptiPathFinal,prob3,2,28.81011394852428
CENTER_LINE,OptiPathFinal,prob3,3,29.92169913639147
CENTER_LINE,OptiPathFinal,prob4,1,3114.3176206186204
CENTER_LINE,OptiPathFinal,prob4,2,5547.083880185005
CENTER_LINE,OptiPathFinal,prob4,3,3118.444273916545
CENTER_LINE,PSO,prob1,1,37.04795394648728
CENTER_LINE,PSO,prob1,2,36.69120934322096
CENTER_LINE,PSO,prob1,3,36.704933387483784
CENTER_LINE,PSO,prob2,1,31.44983802037174
CENTER_LINE,PSO,prob2,2,31.49027215693983
CENTER_LINE,PSO,prob2,3,31.448039156621398
CENTER_LINE,PSO,prob3,1,37.95873650685089
CENTER_LINE,PSO,prob3,2,36.4996129013221
CENTER_LINE,PSO,prob3,3,39.08411264323967
CENTER_LINE,PSO,prob4,1,2552.948249544686
CENTER_LINE,PSO,prob4,2,2203.522093217762
CENTER_LINE,PSO,prob4,3,4495.046199137955
CENTER_LINE,FPSO,prob1,1,37.388822775951105
CENTER_LINE,FPSO,prob1,2,36.934771618284095
CENTER_LINE,FPSO,prob1,3,36.71494374475894
CENTER_LINE,FPSO,prob2,1,31.800418552948535
CENTER_LINE,FPSO,prob2,2,31.9072952819941
CENTER_LINE,FPSO,prob2,3,31.751301253049103
CENTER_LINE,FPSO,prob3,1,46.981316536796044
CENTER_LINE,FPSO,prob3,2,47.34070257699321
CENTER_LINE,FPSO,prob3,3,43.16356266468194
CENTER_LINE,FPSO,prob4,1,2780.7353801949184
CENTER_LINE,FPSO,prob4,2,4068.6541339521173
CENTER_LINE,FPSO,prob4,3,4072.5113023687077
ASTAR_PATH,CMAES,prob1,1,37.35690145040086
ASTAR_PATH,CMAES,prob1,2,38.389535705725194
ASTAR_PATH,CMAES,prob1,3,37.04556045040025
ASTAR_PATH,CMAES,prob2,1,31.48116972427793
ASTAR_PATH,CMAES,prob2,2,31.480946144747413
ASTAR_PATH,CMAES,prob2,3,31.480946144744507
ASTAR_PATH,CMAES,prob3,1,29.77653184221067
ASTAR_PATH,CMAES,prob3,2,28.903160447045007
ASTAR_PATH,CMAES,prob3,3,29.29849310210686
ASTAR_PATH,CMAES,prob4,1,5016.468246284919
ASTAR_PATH,CMAES,prob4,2,5878.603121873491
ASTAR_PATH,CMAES,prob4,3,5718.843449596776
ASTAR_PATH,DE,prob1,1,36.43960820392033
ASTAR_PATH,DE,prob1,2,36.36608256854813
ASTAR_PATH,DE,prob1,3,36.43369395687839
ASTAR_PATH,DE,prob2,1,31.46523126843392
ASTAR_PATH,DE,prob2,2,31.48801866681744
ASTAR_PATH,DE,prob2,3,31.44020400951907
ASTAR_PATH,DE,prob3,1,29.702738864578237
ASTAR_PATH,DE,prob3,2,29.975030570367643
ASTAR_PATH,DE,prob3,3,30.236463223248343
ASTAR_PATH,DE,prob4,1,5144.157383682752
ASTAR_PATH,DE,prob4,2,5381.8218832370785
ASTAR_PATH,DE,prob4,3,5144.568096547538
ASTAR_PATH,GA,prob1,1,36.58046145661434
ASTAR_PATH,GA,prob1,2,37.69864263063805
ASTAR_PATH,GA,prob1,3,36.53591844772284
ASTAR_PATH,GA,prob2,1,31.46233811999714
ASTAR_PATH,GA,prob2,2,31.476375954516303
ASTAR_PATH,GA,prob2,3,31.528815651371158
ASTAR_PATH,GA,prob3,1,41.03695343949589
ASTAR_PATH,GA,prob3,2,29.558616613979556
ASTAR_PATH,GA,prob3,3,32.84251583925712
ASTAR_PATH,GA,prob4,1,2620.686909435681
ASTAR_PATH,GA,prob4,2,5145.536694671844
ASTAR_PATH,GA,prob4,3,5144.216700455872
ASTAR_PATH,MultiSegment,prob1,1,37.381169276434875
ASTAR_PATH,MultiSegment,prob1,2,36.34890329498275
ASTAR_PATH,MultiSegment,prob1,3,38.39059089427271
ASTAR_PATH,MultiSegment,prob2,1,31.570455422010077
ASTAR_PATH,MultiSegment,prob2,2,31.480946144744557
ASTAR_PATH,MultiSegment,prob2,3,31.518768482712318
ASTAR_PATH,MultiSegment,prob3,1,28.771798092856653
ASTAR_PATH,MultiSegment,prob3,2,29.431589500723927
ASTAR_PATH,MultiSegment,prob3,3,28.213820543184855
ASTAR_PATH,MultiSegment,prob4,1,3027.5644062454035
ASTAR_PATH,MultiSegment,prob4,2,3835.5382097383144
ASTAR_PATH,MultiSegment,prob4,3,5759.406087859105
ASTAR_PATH,SHADE,prob1,1,37.35913847552337
ASTAR_PATH,SHADE,prob1,2,36.48229879656788
ASTAR_PATH,SHADE,prob1,3,36.32595085484787
ASTAR_PATH,SHADE,prob2,1,31.44020260577517
ASTAR_PATH,SHADE,prob2,2,31.440202605775124
ASTAR_PATH,SHADE,prob2,3,31.440202605775216
ASTAR_PATH,SHADE,prob3,1,28.225918660585098
ASTAR_PATH,SHADE,prob3,2,29.762128664389014
ASTAR_PATH,SHADE,prob3,3,28.22072080486285
ASTAR_PATH,SHADE,prob4,1,5381.814894770393
ASTAR_PATH,SHADE,prob4,2,5144.157235494378
ASTAR_PATH,SHADE,prob4,3,5680.892891632211
ASTAR_PATH,BipopAdaptif,prob1,1,38.38929438365304
ASTAR_PATH,BipopAdaptif,prob1,2,37.50568949105447
ASTAR_PATH,BipopAdaptif,prob1,3,37.43112487996083
ASTAR_PATH,BipopAdaptif,prob2,1,31.48094614475532
ASTAR_PATH,BipopAdaptif,prob2,2,31.480947304940045
ASTAR_PATH,BipopAdaptif,prob2,3,31.480950946534534
ASTAR_PATH,BipopAdaptif,prob3,1,28.832504370842084
ASTAR_PATH,BipopAdaptif,prob3,2,28.94767149274945
ASTAR_PATH,BipopAdaptif,prob3,3,28.908587075223444
ASTAR_PATH,BipopAdaptif,prob4,1,5669.9638176586095
ASTAR_PATH,BipopAdaptif,prob4,2,5450.742351565403
ASTAR_PATH,BipopAdaptif,prob4,3,5808.153182791537
ASTAR_PATH,LMCMA,prob1,1,38.26709791089936
ASTAR_PATH,LMCMA,prob1,2,37.863756982621844
ASTAR_PATH,LMCMA,prob1,3,37.69403339011932
ASTAR_PATH,LMCMA,prob2,1,31.571566915703556
ASTAR_PATH,LMCMA,prob2,2,31.443006075440938
ASTAR_PATH,LMCMA,prob2,3,31.505284930809594
ASTAR_PATH,LMCMA,prob3,1,62.767336149138785
ASTAR_PATH,LMCMA,prob3,2,37.292401470766656
ASTAR_PATH,LMCMA,prob3,3,46.157074874511025
ASTAR_PATH,LMCMA,prob4,1,3068.1202277042235
ASTAR_PATH,LMCMA,prob4,2,5481.790076027585
ASTAR_PATH,LMCMA,prob4,3,5604.569354215817
ASTAR_PATH,AStarSeeds,prob1,1,36.33162093444147
ASTAR_PATH,AStarSeeds,prob1,2,36.3214434788155
ASTAR_PATH,AStarSeeds,prob1,3,36.335609499094836
ASTAR_PATH,AStarSeeds,prob2,1,31.440202605775774
ASTAR_PATH,AStarSeeds,prob2,2,31.440202605776513
ASTAR_PATH,AStarSeeds,prob2,3,31.440202605775532
ASTAR_PATH,AStarSeeds,prob3,1,28.236392413528037
ASTAR_PATH,AStarSeeds,prob3,2,28.611133455805298
ASTAR_PATH,AStarSeeds,prob3,3,28.515032673075407
ASTAR_PATH,AStarSeeds,prob4,1,5472.014409802273
ASTAR_PATH,AStarSeeds,prob4,2,5492.8923915218065
ASTAR_PATH,AStarSeeds,prob4,3,5500.627998399346
ASTAR_PATH,NBIPOP,prob1,1,37.47602001332081
ASTAR_PATH,NBIPOP,prob1,2,37.358533353573904
ASTAR_PATH,NBIPOP,prob1,3,38.3900775508963
ASTAR_PATH,NBIPOP,prob2,1,31.44020260577601
ASTAR_PATH,NBIPOP,prob2,2,31.44020260577587
ASTAR_PATH,NBIPOP,prob2,3,31.44020260577564
ASTAR_PATH,NBIPOP,prob3,1,29.296108221674782
ASTAR_PATH,NBIPOP,prob3,2,28.22069111075006
ASTAR_PATH,NBIPOP,prob3,3,28.346676212466726
ASTAR_PATH,NBIPOP,prob4,1,5475.180674567647
ASTAR_PATH,NBIPOP,prob4,2,3291.384761642629
ASTAR_PATH,NBIPOP,prob4,3,5401.022110115333
ASTAR_PATH,ALConstraint,prob1,1,36.342268791125456
ASTAR_PATH,ALConstraint,prob1,2,36.34377241500644
ASTAR_PATH,ALConstraint,prob1,3,37.41474029179047
ASTAR_PATH,ALConstraint,prob2,1,31.440202605775745
ASTAR_PATH,ALConstraint,prob2,2,31.44020260577563
ASTAR_PATH,ALConstraint,prob2,3,31.440202605775667
ASTAR_PATH,ALConstraint,prob3,1,33.7454301607051
ASTAR_PATH,ALConstraint,prob3,2,29.587571060211364
ASTAR_PATH,ALConstraint,prob3,3,29.36231092957208
ASTAR_PATH,ALConstraint,prob4,1,5401.679898603083
ASTAR_PATH,ALConstraint,prob4,2,3071.1941094560675
ASTAR_PATH,ALConstraint,prob4,3,5423.143813807407
ASTAR_PATH,RFSurrogate,prob1,1,37.35826605311764
ASTAR_PATH,RFSurrogate,prob1,2,37.579437689665944
ASTAR_PATH,RFSurrogate,prob1,3,37.84494635089814
ASTAR_PATH,RFSurrogate,prob2,1,31.4402026057759
ASTAR_PATH,RFSurrogate,prob2,2,31.440202605775355
ASTAR_PATH,RFSurrogate,prob2,3,31.44020260581516
ASTAR_PATH,RFSurrogate,prob3,1,29.76324254607292
ASTAR_PATH,RFSurrogate,prob3,2,35.17382704106865
ASTAR_PATH,RFSurrogate,prob3,3,30.08610290626162
ASTAR_PATH,RFSurrogate,prob4,1,2800.55033207593
ASTAR_PATH,RFSurrogate,prob4,2,3160.0789247362636
ASTAR_PATH,RFSurrogate,prob4,3,5836.89322489666
ASTAR_PATH,Islands,prob1,1,37.549544347796115
ASTAR_PATH,Islands,prob1,2,37.384068023506934
ASTAR_PATH,Islands,prob1,3,37.41842452286129
ASTAR_PATH,Islands,prob2,1,31.440202605775372
ASTAR_PATH,Islands,prob2,2,31.440202681412337
ASTAR_PATH,Islands,prob2,3,31.440202605775443
ASTAR_PATH,Islands,prob3,1,29.572689126412893
ASTAR_PATH,Islands,prob3,2,28.238841848445695
ASTAR_PATH,Islands,prob3,3,28.504808735824582
ASTAR_PATH,Islands,prob4,1,2855.3015233825768
ASTAR_PATH,Islands,prob4,2,5462.2218358353875
ASTAR_PATH,Islands,prob4,3,5151.474573232027
ASTAR_PATH,GridBIPOP,prob1,1,37.37797122776185
ASTAR_PATH,GridBIPOP,prob1,2,36.3485440922196
ASTAR_PATH,GridBIPOP,prob1,3,36.34638879334994
ASTAR_PATH,GridBIPOP,prob2,1,31.480948295076978
ASTAR_PATH,GridBIPOP,prob2,2,31.48094618402942
ASTAR_PATH,GridBIPOP,prob2,3,31.480949034926773
ASTAR_PATH,GridBIPOP,prob3,1,29.705349211591557
ASTAR_PATH,GridBIPOP,prob3,2,28.239585828810778
ASTAR_PATH,GridBIPOP,prob3,3,29.722059633307943
ASTAR_PATH,GridBIPOP,prob4,1,5559.438915490347
ASTAR_PATH,GridBIPOP,prob4,2,6115.941863848424
ASTAR_PATH,GridBIPOP,prob4,3,5841.231361354043
ASTAR_PATH,StochRank,prob1,1,38.39051345284814
ASTAR_PATH,StochRank,prob1,2,38.390212622152326
ASTAR_PATH,StochRank,prob1,3,37.383468638831324
ASTAR_PATH,StochRank,prob2,1,31.480946144744753
ASTAR_PATH,StochRank,prob2,2,31.480946144744326
ASTAR_PATH,StochRank,prob2,3,31.48094614474469
ASTAR_PATH,StochRank,prob3,1,29.054091570809813
ASTAR_PATH,StochRank,prob3,2,28.286963380610555
ASTAR_PATH,StochRank,prob3,3,29.277255468317644
ASTAR_PATH,StochRank,prob4,1,5448.276249007535
ASTAR_PATH,StochRank,prob4,2,5608.206794405535
ASTAR_PATH,StochRank,prob4,3,5525.500135111881
ASTAR_PATH,AStarRepair,prob1,1,37.367303348574225
ASTAR_PATH,AStarRepair,prob1,2,36.37177429085734
ASTAR_PATH,AStarRepair,prob1,3,37.35729460913875
ASTAR_PATH,AStarRepair,prob2,1,31.48094614474449
ASTAR_PATH,AStarRepair,prob2,2,31.480946200875742
ASTAR_PATH,AStarRepair,prob2,3,31.480946144744507
ASTAR_PATH,AStarRepair,prob3,1,29.917566989141346
ASTAR_PATH,AStarRepair,prob3,2,29.07414522295334
ASTAR_PATH,AStarRepair,prob3,3,28.43032046931503
ASTAR_PATH,AStarRepair,prob4,1,3323.6226071267274
ASTAR_PATH,AStarRepair,prob4,2,5602.015712528217
ASTAR_PATH,AStarRepair,prob4,3,2907.2788020933976
ASTAR_PATH,SepWarmup,prob1,1,36.34999101423225
ASTAR_PATH,SepWarmup,prob1,2,38.38970356610676
ASTAR_PATH,SepWarmup,prob1,3,37.48608161310085
ASTAR_PATH,SepWarmup,prob2,1,31.482398380966494
ASTAR_PATH,SepWarmup,prob2,2,31.481516923108668
ASTAR_PATH,SepWarmup,prob2,3,31.483755293755422
ASTAR_PATH,SepWarmup,prob3,1,32.6952911763174
ASTAR_PATH,SepWarmup,prob3,2,33.21793553141029
ASTAR_PATH,SepWarmup,prob3,3,29.37630005423531
ASTAR_PATH,SepWarmup,prob4,1,5577.283510464195
ASTAR_PATH,SepWarmup,prob4,2,5422.395809528401
ASTAR_PATH,SepWarmup,prob4,3,5419.31833210332
ASTAR_PATH,OptiPathFinal,prob1,1,38.40201334704864
ASTAR_PATH,OptiPathFinal,prob1,2,37.38961857238552
ASTAR_PATH,OptiPathFinal,prob1,3,36.36298182559574
ASTAR_PATH,OptiPathFinal,prob2,1,31.482345970877045
ASTAR_PATH,OptiPathFinal,prob2,2,31.481887304382617
ASTAR_PATH,OptiPathFinal,prob2,3,31.483260754728892
ASTAR_PATH,OptiPathFinal,prob3,1,32.18850651726564
ASTAR_PATH,OptiPathFinal,prob3,2,28.725468876543708
ASTAR_PATH,OptiPathFinal,prob3,3,29.07475554883577
ASTAR_PATH,OptiPathFinal,prob4,1,3135.8686383624718
ASTAR_PATH,OptiPathFinal,prob4,2,3125.230001505989
ASTAR_PATH,OptiPathFinal,prob4,3,5500.100715154955
ASTAR_PATH,PSO,prob1,1,36.69561823758174
ASTAR_PATH,PSO,prob1,2,38.10722477522363
ASTAR_PATH,PSO,prob1,3,36.803643640967856
ASTAR_PATH,PSO,prob2,1,31.449097344599334
ASTAR_PATH,PSO,prob2,2,31.45830209058581
ASTAR_PATH,PSO,prob2,3,31.484222973107713
ASTAR_PATH,PSO,prob3,1,45.100744700838874
ASTAR_PATH,PSO,prob3,2,39.219348927814934
ASTAR_PATH,PSO,prob3,3,39.24272794323521
ASTAR_PATH,PSO,prob4,1,3512.310383967502
ASTAR_PATH,PSO,prob4,2,2694.752368888599
ASTAR_PATH,PSO,prob4,3,3243.32828590974
ASTAR_PATH,FPSO,prob1,1,37.88431880399603
ASTAR_PATH,FPSO,prob1,2,37.16766026107801
ASTAR_PATH,FPSO,prob1,3,36.996340782031496
ASTAR_PATH,FPSO,prob2,1,31.9120895491159
ASTAR_PATH,FPSO,prob2,2,31.728609835772648
ASTAR_PATH,FPSO,prob2,3,31.738850959824084
ASTAR_PATH,FPSO,prob3,1,55.32081993287397
ASTAR_PATH,FPSO,prob3,2,45.77035377955575
ASTAR_PATH,FPSO,prob3,3,37.14841697045495
ASTAR_PATH,FPSO,prob4,1,4104.272354131016
ASTAR_PATH,FPSO,prob4,2,2551.9218703184642
ASTAR_PATH,FPSO,prob4,3,2584.7975406320916
