idx,x,y
872,21.3851974791,23.6241710739
873,21.4275193184,23.6005939852
874,21.4700379854,23.5751108044
875,21.5127494588,23.5477063053
876,21.5556495745,23.5183652820
877,21.5987340235,23.4870725508
878,21.6419983500,23.4538129518
879,21.6854379500,23.4185713499
880,21.7290480692,23.3813326368
881,21.7728238008,23.3420817326
882,21.8167600843,23.3008035872
883,21.8608517031,23.2574831818
884,21.9050932829,23.2121055308
885,21.9494792895,23.1646556834
886,21.9940040273,23.1151187249
887,22.0386616369,23.0634797791
888,22.0834460937,23.0097240091
889,22.1283512055,22.9538366199
890,22.1733706107,22.8958028594
891,22.2184977764,22.8356080206
892,22.2637259964,22.7732374433
893,22.3090483891,22.7086765159
894,22.3544578957,22.6419106770
895,22.3999472781,22.5729254175
896,22.4455091166,22.5017062824
897,22.4911358085,22.4282388725
898,22.5368195655,22.3525088465
899,22.5825524118,22.2745019230
900,22.6283261824,22.1942038821
901,22.6741325202,22.1116005675
902,22.7199628750,22.0266778887
903,22.7658085004,21.9394218227
904,22.8116604523,21.8498184161
905,22.8575095868,21.7578537873
906,22.9033465575,21.6635141284
907,22.9491618142,21.5667857072
908,22.9949456001,21.4676548697
909,23.0406879498,21.3661080417
910,23.0863786873,21.2621317313
911,23.1320074239,21.1557125310
912,23.1775635554,21.0468371199
913,23.2230362607,20.9354922658
914,23.2684144992,20.8216648276
915,23.3136870083,20.7053417574
916,23.3588423019,20.5865101029
917,23.4038686675,20.4651570099
918,23.4487541642,20.3412697240
919,23.4934866204,20.2148355937
920,23.5380536316,20.0858420723
921,23.5824425582,19.9542767204
922,23.6266405228,19.8201272085
923,23.6706344083,19.6833813191
924,23.7144108556,19.5440269495
925,23.7579562609,19.4020521143
926,23.8012567737,19.2574449475
927,23.8442982943,19.1101937056
928,23.8870664716,18.9602867698
929,23.9295467006,18.8077126487
930,23.9717241199,18.6524599809
931,24.0135836095,18.4945175377
932,24.0551097886,18.3338742257
933,24.0962870127,18.1705190896
934,24.1370993715,18.0044413147
935,24.1775306863,17.8356302299
936,24.2175645078,17.6640753103
937,24.2571841135,17.4897661802
938,24.2963725052,17.3126926156
939,24.3351124065,17.1328445473
940,24.3733862605,16.9502120637
941,24.4111762272,16.7647854138
942,24.4484641809,16.5765550098
943,24.4852317078,16.3855114305
944,24.5214601036,16.1916454241
945,24.5571303705,15.9949479111
946,24.5922232153,15.7954099874
947,24.6267190463,15.5930229274
948,24.6605979711,15.3877781872
949,24.6938397938,15.1796674075
950,24.7264240125,14.9686824170
951,24.7583298167,14.7548152351
952,24.7895360845,14.5380580759
953,24.8200213805,14.3184033507
954,24.8497639527,14.0958436715
955,24.8787417298,13.8703718545
956,24.9069323190,13.6419809233
957,24.9343130030,13.4106641120
958,24.9608607375,13.1764148690
959,24.9865521482,12.9392268600
960,25.0113635286,12.6990939719
961,25.0352708369,12.4560103157
962,25.0582496937,12.2099702307
963,25.0802753786,11.9609682872
964,25.1013228282,11.7089992910
965,25.1213666330,11.4540582861
966,25.1403810347,11.1961405589
967,25.1583399233,10.9352416417
968,25.1752168347,10.6713573164
969,25.1909849474,10.4044836181
970,25.2056170803,10.1346168389
971,25.2190856894,9.8617535318
972,25.2313628652,9.5858905144
973,25.2424203299,9.3070248728
974,25.2522294346,9.0251539655
975,25.2607611563,8.7402754272
976,25.2679860950,8.4523871727
977,25.2738744713,8.1614874012
978,25.2783961230,7.8675745999
979,25.2815205025,7.5706475484
980,25.2832166737,7.2707053224
981,25.2834533094,6.9677472984
982,25.2821986882,6.6617731569
983,25.2794206914,6.3527828877
984,25.2750868006,6.0407767932
985,25.2691640942,5.7257554930
986,25.2616192448,5.4077199285
987,25.2524185160,5.0866713666
988,25.2415277597,4.7626114043
989,25.2289124129,4.4355419733
990,25.2145374948,4.1054653444
991,25.1983676037,3.7723841313
992,25.1803669143,3.4363012962
993,25.1604991744,3.0972201532
994,25.1387277017,2.7551443739
995,25.1150153813,2.4100779910
996,25.0893246622,2.0620254038
997,25.0616175545,1.7109913824
998,25.0318556262,1.3569810724
999,25.0000000000,1.0000000000
